Funder,Funder Country,Funder Type,Recipient Name,Recipient URL,Recipient City,Recipient State,Recipient Country,Currency,Amount (original currency),Amount (USD),Paid/Auth,Transaction Type,Duration (Months),FY,Grant Description,Source URL,Publication,Title,Author,Publication Date,Date added,Crisis
United Health Foundation,United States,Company-sponsored foundation,Save the Children,https://www.savethechildren.org/,Fairfield,CT,United States,USD,"$500,000","$500,000",Authorized,Cash,,2022,"The United Health Foundation, the philanthropic foundation of UnitedHealth Group (NYSE: UNH), announced a $500,000 donation to Save the Children, the U.S. affiliate of Save the Children International, to support its Ukraine Crisis Relief Fund to provide children and families with immediate aid such as food, water, hygiene kits and psychosocial support.",https://www.unitedhealthgroup.com/newsroom/2022/2022-3-4-uhf-support-ukraine.html,,,,3/4/2022,3/4/2022,Ukraine
United Health Foundation,United States,Company-sponsored foundation,Direct Relief,https://www.directrelief.org/,Santa Barbara,CA,United States,USD,"$500,000","$500,000",Authorized,Cash,,2022,"The United Health Foundation, the philanthropic foundation of UnitedHealth Group (NYSE: UNH), announced a $500,0000 donation to Direct Relief to provide emergency medical supplies including critical care medicines, oxygen concentrators, antibiotics and other medical equipment to the Ukrainian Ministry of Health.",https://www.unitedhealthgroup.com/newsroom/2022/2022-3-4-uhf-support-ukraine.html,,,,3/4/2022,3/4/2022,Ukraine
United Internet AG,Germany,Corporate giving program,UNICEF Germany,https://www.unicef.de/start/,Cologne,,Germany,USD,,"$1,123,596",Paid,Cash,,2022,Cash donation to UNICEF National Committee Germany.,https://data.humdata.org/viz-ukraine-ps-tracker/,OCHA Services,Ukraine Private Sector Donations Tracker,,6/28/2022,9/19/2022,Ukraine
United Methodist Committee on Relief (UMCOR),United States,Public charity,Mines Advisory Group,http://maginternational.org/,Manchester,,United Kingdom,USD,"$2,000,000","$2,000,000",Authorized ,Cash,,2022,"A new $2 million USD grant from the United Methodist Committee on Relief (UMCOR) to Mines Advisory Group (MAG) will help demine reclaimed ground, enable MAG teams to identify the exact location of unexploded ordnances and provide Ukrainians living in or returning to these areas with the education that will enable them to adopt safe behaviors to reduce the risk of accidents.",https://brazilbusiness.einnews.com/pr_news/593060433/new-umcor-grant-to-mines-advisory-group-will-help-ukrainians-deal-with-threat-of-landmines,Brazil Business,New UMCOR Grant to Mines Advisory Group Will Help Ukrainians Deal with Threat of Landmines,,9/28/2022,9/29/2022,Ukraine
United Methodist Committee on Relief (UMCOR),United States,Public charity,Unknown Recipient(s),,,,,USD,"$16,167,000","$16,167,000",Authorized ,Cash,,2022,"The United Methodist Committee on Relief has approved more than $17 million so far to help the people of Ukraine cope with the invasion by Russia, said its top executive during the United Methodist Board of Global Ministries’ fall board meeting. As part of the overall aid package, UMCOR approved  $640,000 in aid for expenses including providing legal representation to refugees from the war who are now in Poland, construction of “tiny homes” for people living in shelters in western Ukraine and providing food, hygiene, winterization kits and evacuation assistance. UMCOR also approved $193,000 in grant money that will go to the European Lawyers in Lesvos organization to help Ukrainian refugees in Poland. ",https://www.umnews.org/en/news/ukraine-a-top-priority-for-global-ministries,,Ukraine a top priority for Global Ministries,Jim Patterson,10/21/2022,10/24/2022,Ukraine
United Methodist Committee on Relief (UMCOR),United States,Public charity,Unknown Recipient(s),,,,,USD,"$640,000","$640,000",Authorized ,Cash,,2022,"The United Methodist Committee on Relief has approved more than $17 million so far to help the people of Ukraine cope with the invasion by Russia, said its top executive during the United Methodist Board of Global Ministries’ fall board meeting. As part of the overall aid package, UMCOR approved  $640,000 in aid for expenses including providing legal representation to refugees from the war who are now in Poland, construction of “tiny homes” for people living in shelters in western Ukraine and providing food, hygiene, winterization kits and evacuation assistance. UMCOR also approved $193,000 in grant money that will go to the European Lawyers in Lesvos organization to help Ukrainian refugees in Poland. ",https://www.umnews.org/en/news/ukraine-a-top-priority-for-global-ministries,,Ukraine a top priority for Global Ministries,Jim Patterson,10/21/2022,10/24/2022,Ukraine
United Methodist Committee on Relief (UMCOR),United States,Public charity,European Lawyers in Lesvos,https://www.europeanlawyersinlesvos.eu/,Lesvos,,Greece,USD,"$193,000","$193,000",Authorized ,Cash,,2022,"The United Methodist Committee on Relief has approved more than $17 million so far to help the people of Ukraine cope with the invasion by Russia, said its top executive during the United Methodist Board of Global Ministries’ fall board meeting. As part of the overall aid package, UMCOR approved  $640,000 in aid for expenses including providing legal representation to refugees from the war who are now in Poland, construction of “tiny homes” for people living in shelters in western Ukraine and providing food, hygiene, winterization kits and evacuation assistance. UMCOR also approved $193,000 in grant money that will go to the European Lawyers in Lesvos organization to help Ukrainian refugees in Poland. ",https://www.umnews.org/en/news/ukraine-a-top-priority-for-global-ministries,,Ukraine a top priority for Global Ministries,Jim Patterson,10/21/2022,10/24/2022,Ukraine
Unity Technologies,United States,Corporate giving program,Multiple Recipients,,,,,USD,"$623,000","$623,000",Authorized,Cash,,2022,"Unity Technologies will donate $623,000 to four international humanitarian charities—Ukraine International Medical Corps, Unicef, Nova Ukraine, and the Canadian Immigrant Aid Society—that are supporting the people of Ukraine amid the Russian invasion. Unity has also launched two initiatives on the Unity Asset Store to help Ukraine. One is the Ukraine Mega Bundle, which has 32 assets available and 100 percent of the proceeds will be sent to humanitarian charities. The other is a publisher support program. Unity will donate 100 percent of the net revenue from any Unity assets sold by Ukrainian publishers. The money will be donated throughout 2022 to relief efforts in Ukraine.",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/unity-technologies-humanitarian-crisis-ukraine,,,,3/3/2022,3/3/2022,Ukraine
University of Phoenix,United States,Corporate giving program,American Red Cross,http://www.redcross.org/,Washington,DC,United States,USD,"$12,578","$12,578",Authorized,Employee matching gifts,,2022,"University of Phoenix held a 30-day employee donation match in support of the Red Cross's efforts in Ukraine, and employee contributions of$12,578 across 116 donations were equally matched by the University for a total of $25,156.",https://www.finanznachrichten.de/nachrichten-2022-04/55813043-university-of-phoenix-contributes-over-dollar-25-000-for-ukraine-relief-through-red-cross-donation-drive-004.htm,FinanzNachrichten,"University of Phoenix Contributes Over $25,000 for Ukraine Relief Through Red Cross Donation Drive",,4/20/2022,4/20/2022,Ukraine
UPS Foundation,United States,Company-sponsored foundation,Multiple Recipients,,,,,USD,"$2,000,000","$2,000,000",Authorized,Cash,,2022,"The UPS Foundation is doubling humanitarian relief efforts for Ukraine, surpassing $2 million. The Foundation has worked closely with Atlanta-based CARE, The Salvation Army, the United Nations High Commissioner for Refugees (UNHCR), the World Food Programme (WFP) and other partners to provide relief to Ukrainians affected by the war.",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/ups-humanitarian-crisis-ukraine,,,,3/3/2022,3/3/2022,Ukraine
Upwork Inc.,United States,Corporate giving program,Airbnb.org,https://www.airbnb.org/,San Francisco,CA,United States,USD,"$100,000","$100,000",Authorized,In-kind gifts,,2022,"Upwork, the work marketplace, announced a donation of $100,000 in talent credits to Airbnb.org, an independent nonprofit organization dedicated to facilitating temporary stays for people in times of crisis around the world. Upwork’s highly-skilled professionals will use their expertise to help power Airbnb.org’s efforts to provide free temporary housing to evacuees, relief workers, refugees, and asylum seekers – including its most recent commitment to help up to 100,000 refugees fleeing Ukraine as a result of the ongoing war.",https://www.businesswire.com/news/home/20220613005181/en/Upwork-Announces-Contribution-to-Support-Airbnb.org%E2%80%99s-Efforts-to-Provide-Housing-Relief-to-Refugees,Businesswire,Upwork Announces Contribution to Support Airbnb.org’s Efforts to Provide Housing Relief to Refugees,,6/13/2022,6/21/2022,Ukraine
USANA True Health Foundation,United States,Company-sponsored foundation,Children's Hunger Fund,https://childrenshungerfund.org/,Sylmar,CA,United States,USD,"$50,000 ","$50,000 ",Authorized,Cash,,2022,"USANA is donating $50,000 USD in aid to the Childfren's Hunger Fund to help feed Ukrainian refugees who have crossed into Poland and Romania, along with money for food purchases for those still living in Ukraine. The money USANA is granting will be split into two parts. The first $30,000 will purchase food for Ukrainian refugees crossing into Romania and, if circumstances permit, food for individuals still in Ukraine who need aid. It will provide resources for 1,500–2,000 refugees. The remaining $20,000 will purchase $10,000 in food for refugees crossing into Poland, with the other $10,000 for food for Slavic Gospel Association pastors in Ukraine who continue to help families still living in the country. An estimated 1,400–1,600 refugees and displaced people will be helped.",https://www.prnewswire.com/news-releases/usana-issues-emergency-charitable-grant-to-help-feed-ukrainian-refugees-in-europe-301525601.html,Cision PR Newswire,USANA issues emergency charitable grant to help feed Ukrainian refugees in Europe,USANA,4/14/2022,4/19/2022,Ukraine
USF Federal Credit Union,United States,Corporate giving program,Unknown Recipient(s),,,,,USD,"$20,000","$20,000",Authorized ,Cash,,2022,"USF Federal Credit Union (USF FCU) is giving $20,000 in Ukrainian aid to help the citizens and credit unions of the war-torn country.",https://www.prnewswire.com/news-releases/usf-federal-credit-union-donates-20-000-in-ukrainian-aid-301536748.html,PR Newswire,"USF Federal Credit Union Donates $20,000 In Ukrainian Aid",,5/2/2022,5/2/2022,Ukraine
Valentino,Italy,Corporate giving program,UNHCR,https://www.unhcr.org/,Geneva,,Switzerland,EUR,"€500,000","$545,000 ",Authorized,Cash,,2022,"The brand donated €500,000 to the UNHCR to provide immediate help to the Ukrainian refugees.","https://people.com/style/how-fashion-and-beauty-brands-are-helping-ukraine/#:~:text=L'Or%C3%A9al%20Paris,L'Or%C3%A9al%20Fund%20for%20Women.",People,Here's How Fashion and Beauty Brands are Helping Ukraine amid the Russian Invasion,Brittany Talarico,3/11/2022,4/1/2022,Ukraine
Venterra Realty,United States,Corporate giving program,Save the Children,http://www.savethechildren.org/,Fairfield,CT,United States,USD,"$50,000 ","$50,000",Authorized,Cash,,2022,"Venterra Realty contributed $75,000 to global humanitarian organization Save the Children. The donation is in support of children in Ukraine and the surrounding region who may be caught in the middle of armed conflict, forced to flee their homes, and exposed to injury, hunger, and winter weather. Venterra itself contributed $50,000. In addition, the company matched dollar for dollar, any additional donations made by employees. Venterra employees made numerous generous donations, which helped the overall contribution to reach over $75,000.",https://www.prnewswire.com/news-releases/venterra-realty-donates-75-000-to-save-the-children-to-support-children-in-ukraine-301523942.html,PR Newswire,"Venterra Realty Donates $75,000 to Save the Children to Support Children in Ukraine",,4/12/2022,4/14/2022,Ukraine
Venterra Realty,United States,Corporate giving program,Save the Children,http://www.savethechildren.org/,Fairfield,CT,United States,USD,"$12,500 ","$12,500",Authorized,Employee matching gifts,,2022,"Venterra Realty contributed $75,000 to global humanitarian organization Save the Children. The donation is in support of children in Ukraine and the surrounding region who may be caught in the middle of armed conflict, forced to flee their homes, and exposed to injury, hunger, and winter weather. Venterra itself contributed $50,000. In addition, the company matched dollar for dollar, any additional donations made by employees. Venterra employees made numerous generous donations, which helped the overall contribution to reach over $75,000.",https://www.prnewswire.com/news-releases/venterra-realty-donates-75-000-to-save-the-children-to-support-children-in-ukraine-301523942.html,PR Newswire,"Venterra Realty Donates $75,000 to Save the Children to Support Children in Ukraine",,4/12/2022,4/14/2022,Ukraine
Verizon Communications Inc. ,United States,Corporate giving program,International Medical Corps,https://internationalmedicalcorps.org/,Washington,DC,United States,USD,"$250,000","$250,000",Authorized,Cash,,2022,"Verizon is supporting organizations working on the ground in Ukraine and surrounding areas supporting crisis relief efforts. International Medical Corps, with an on the ground presence in Ukraine and surrounding region, will receive $250,000, and is providing emergency medical and mental health care to refugees, internally displaced people and at-risk communities in Ukraine and its neighbors.",https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/verizon-humanitarian-crisis-ukraine,,,,3/10/2022,3/10/2022,Ukraine
